0.3100	0.2700	0.9900	2.2000	27.3000	2.5200	2.9350	
0.3200	0.2800	1.0000	2.3000	28.6000	3.3700	3.3290	
0.3300	0.2900	0.9900	2.5000	29.3000	4.1600	3.8940	
0.3400	0.3000	0.9900	2.6000	30.3000	3.6500	3.7398	
0.3500	0.3500	0.9900	2.7000	35.4000	2.9800	2.9620	
0.1100	0.1000	0.8700	0.3000	8.9000	0.3600	0.5072	
0.1100	0.1000	0.8700	0.4000	8.9000	0.3200	0.4359	
0.1200	0.1100	0.8700	0.4000	9.8000	0.7600	0.5332	
0.1300	0.1200	0.8800	0.5000	10.8000	0.9400	0.8298	
0.1400	0.1300	0.8700	0.6000	11.5000	0.5500	0.5725	
0.1400	0.1300	0.8800	0.6000	11.7000	0.9400	0.7727	
0.1400	0.1300	0.8900	0.7000	11.8000	0.3500	0.8585	
0.1500	0.1400	0.8900	0.7000	12.7000	1.6000	1.0124	
0.1600	0.1500	0.8900	0.8000	13.6000	0.8700	0.9524	
0.1700	0.1600	0.9000	0.9000	14.7000	1.1500	1.3666	
0.1900	0.1700	0.9100	1.1000	15.8000	2.0200	1.6909	
0.2000	0.1800	0.9200	1.2000	16.9000	1.2300	1.7544	
0.2000	0.1900	0.9300	1.2000	18.0000	2.6900	2.4235	
0.2200	0.1900	0.9400	1.4000	18.2000	2.6800	2.6061	
0.2300	0.2000	0.9500	1.5000	19.4000	2.7900	2.7438	
0.2400	0.2100	0.9500	1.6000	20.4000	2.2100	2.3608	
0.2500	0.2200	0.9500	1.7000	21.3000	2.5800	2.1566	
0.2600	0.2300	0.9600	1.8000	22.5000	2.3500	2.8269	
0.2700	0.2400	0.9700	1.9000	23.8000	4.5500	4.1441	

0.6000	0.4700	0.7500	5.0000	36.0000	6.3200	6.6023	
0.1400	0.1300	0.8300	0.7000	11.0000	0.2000	0.6892	
0.2100	0.1900	0.9100	1.3000	17.6000	1.0900	1.5824	
0.3200	0.2700	0.9500	2.3000	26.2000	3.4400	3.0948	
0.1300	0.1300	0.8600	0.6000	11.4000	0.3300	0.4037	
0.1100	0.1100	0.8500	0.4000	9.5000	0.3100	0.4365	
0.1300	0.1200	0.8800	0.6000	10.8000	0.6900	0.6529	
